Map_Label,Longitude,Latitude,Acres,TMA_PropertyID,SquareFeet,PerimeterLength,PropertyType,Address,City,State,Zipcode,Complex,PSA,SupDist,Ownership,Land_ID,State_Senate,MONS_Neighborhood,Police_District,US_Congress,Realtor_Neighborhood,State_Assembly,Planning_Neighborhood,shape,created_date,last_edited_date
Muriel Leff Mini Park,-122.46503388,37.78006349,0.23787977,155,10362.04196267,408.50032032,Mini Park,7th Avenue between Geary & Anza,San Francisco,CA,94118,Richmond Complex,PSA1,1,Police,354.0,11th Senatorial District,Inner Richmond,Richmond,12th Congressional District,Inner Richmond,19th Assembly District,Inner Richmond,"MULTIPOLYGON (((-122.4651739 37.7799319, -122.4651532 37.7799328, -122.4649907 37.7799405, -122.4648473 37.7799472, -122.4648552 37.7800344, -122.4648618 37.7801057, -122.4648648 37.7801382, -122.4648684 37.7801909, -122.4648681 37.7801909, -122.4648695 37.7802076, -122.4650186 37.7802009, -122.4651668 37.7801942, -122.4651928 37.780193, -122.4652446 37.7801907, -122.4652257 37.7799294, -122.4651739 37.7799319)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
10th Ave & Clement Mini Park,-122.46809906,37.78184398,0.93228236,156,40610.22003279,841.97176911,Mini Park,351 Ninth Avenue,San Francisco,CA,94118,Richmond Complex,PSA1,1,Public Library,483.0,11th Senatorial District,Inner Richmond,Richmond,12th Congressional District,Inner Richmond,19th Assembly District,Inner Richmond,"MULTIPOLYGON (((-122.4685144 37.7816249, -122.4676808 37.7816626, -122.4676289 37.7816649, -122.4676587 37.7820757, -122.4677105 37.7820733, -122.468544 37.782035, -122.4685959 37.7820326, -122.4685662 37.7816226, -122.4685144 37.7816249)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
15th Avenue Steps,-122.47205347,37.75957086,0.25900271,185,11282.1578698,640.07540428,Mini Park,15th Avenue from Kirkham to Lawton,San Francisco,CA,94122,Stern Grove Complex,PSA4,7,Recreation & Park,3628.0,11th Senatorial District,Golden Gate Heights,Taraval,12th Congressional District,Inner Sunset,19th Assembly District,Inner Sunset,"MULTIPOLYGON (((-122.4719166 37.7594921, -122.4718477 37.7594954, -122.4718536 37.759586, -122.4718568 37.7596359, -122.4718648 37.7596757, -122.4719901 37.75967, -122.4720822 37.7596658, -122.472173 37.7596617, -122.4722763 37.759657, -122.4722701 37.7595683, -122.4722636 37.7594758, -122.4719166 37.7594921)), ((-122.4725831 37.7595543, -122.4724082 37.759562, -122.4724146 37.7596525, -122.4725544 37.7596463, -122.4726943 37.7596402, -122.4727643 37.7596371, -122.4727579 37.7595466, -122.4725831 37.7595543)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Alioto Mini Park,-122.41820146,37.75888428,0.21150846,62,9213.30833645,382.48779792,Mini Park,20th & Capp Streets,San Francisco,CA,94110,Mission Complex,PSA6,9,Recreation & Park,111.0,11th Senatorial District,Mission,Mission,12th Congressional District,Inner Mission,17th Assembly District,Mission,"MULTIPOLYGON (((-122.4183423 37.7587281, -122.4181065 37.7587423, -122.4180967 37.7587437, -122.4180891 37.7587459, -122.4180812 37.7587494, -122.4180742 37.7587539, -122.4180678 37.75876, -122.4180637 37.7587656, -122.4180608 37.7587716, -122.4180593 37.7587765, -122.4180586 37.7587815, -122.4180587 37.7587865, -122.4180837 37.7590473, -122.4183746 37.7590322, -122.4183477 37.7587862, -122.4183423 37.7587281)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Bush & Broderick Mini Park,-122.4425376,37.78559204,0.19532644,108,8508.42024826,410.50344773,Mini Park,Baker & Bush Streets,San Francisco,CA,94115,Western Addition Complex,PSA2,2,Recreation & Park,203.0,11th Senatorial District,Lower Pacific Heights,Richmond,12th Congressional District,Lower Pacific Heights,19th Assembly District,Western Addition,"MULTIPOLYGON (((-122.4426907 37.7857839, -122.4426787 37.7857295, -122.4426691 37.7856818, -122.4426492 37.7855836, -122.4426462 37.7855691, -122.4426089 37.7853844, -122.4425551 37.7853912, -122.4425149 37.7853963, -122.4424373 37.7854062, -122.4424124 37.7854093, -122.4424919 37.7858092, -122.4426907 37.7857839)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Coleridge Mini Park,-122.41964242,37.74441301,0.23005929,34,10021.38288548,451.90885548,Mini Park,Coleridge & Esmeralda Streets,San Francisco,CA,94110,Bernal/St. Mary's Complex,PSA6,9,Recreation & Park,68.0,11th Senatorial District,Bernal Heights,Ingleside,12th Congressional District,Bernal Heights,17th Assembly District,Bernal Heights,"MULTIPOLYGON (((-122.4193529 37.7443906, -122.4198442 37.7445862, -122.4198642 37.7445942, -122.4199116 37.7445209, -122.4199589 37.7444476, -122.41945 37.744241, -122.4193529 37.7443906)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Cottage Row Mini Park,-122.43230784,37.78655971,0.17139365,127,7465.90525635,678.56436143,Mini Park,Sutter & Fillmore Streets,San Francisco,CA,94115,Western Addition Complex,PSA2,5,Recreation & Park,231.0,11th Senatorial District,Japantown,Northern,12th Congressional District,Lower Pacific Heights,17th Assembly District,Western Addition,"MULTIPOLYGON (((-122.4322042 37.78629, -122.4322533 37.7865257, -122.4322542 37.7865256, -122.4322891 37.7866947, -122.4322891 37.7866948, -122.43232 37.7868516, -122.432319 37.7868517, -122.4323616 37.7870635, -122.4323678 37.787099, -122.4324034 37.7870944, -122.4323216 37.7866909, -122.432424 37.7866779, -122.4323722 37.7864202, -122.4323442 37.7862722, -122.4322042 37.78629)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Golden Gate & Steiner Mini Park,-122.43347384,37.77956704,0.11505386,120,5011.74213981,287.56231572,Mini Park,Golden Gate & Steiner,San Francisco,CA,94115,Western Addition Complex,PSA2,5,Recreation & Park,223.0,11th Senatorial District,Western Addition,Northern,12th Congressional District,Western Addition,17th Assembly District,Western Addition,"MULTIPOLYGON (((-122.4335114 37.7794402, -122.4335105 37.7794402, -122.4335096 37.7794402, -122.4335087 37.7794403, -122.4335078 37.7794404, -122.4335069 37.7794404, -122.433506 37.7794405, -122.4335051 37.7794406, -122.4333684 37.7794581, -122.4333739 37.7794852, -122.4334189 37.7797075, -122.4334987 37.7796974, -122.4335556 37.7796901, -122.4336068 37.7796836, -122.4335646 37.7794748, -122.4335644 37.7794741, -122.4335642 37.7794734, -122.4335641 37.7794727, -122.4335639 37.779472, -122.4335636 37.7794713, -122.4335634 37.7794706, -122.4335632 37.7794699, -122.4335629 37.7794692, -122.4335626 37.7794685, -122.4335624 37.7794678, -122.433562 37.7794671, -122.4335617 37.7794665, -122.4335614 37.7794658, -122.433561 37.7794651, -122.4335607 37.7794645, -122.4335603 37.7794638, -122.4335599 37.7794632, -122.4335595 37.7794625, -122.4335591 37.7794619, -122.4335587 37.7794613, -122.4335582 37.7794606, -122.4335577 37.77946, -122.4335573 37.7794594, -122.4335568 37.7794588, -122.4335563 37.7794582, -122.4335558 37.7794576, -122.4335552 37.779457, -122.4335547 37.7794565, -122.4335541 37.7794559, -122.4335536 37.7794553, -122.433553 37.7794548, -122.4335524 37.7794542, -122.4335518 37.7794537, -122.4335512 37.7794532, -122.4335506 37.7794526, -122.4335499 37.7794521, -122.4335493 37.7794516, -122.4335486 37.7794511, -122.433548 37.7794506, -122.4335473 37.7794502, -122.4335466 37.7794497, -122.4335459 37.7794492, -122.4335452 37.7794488, -122.4335445 37.7794484, -122.4335437 37.7794479, -122.433543 37.7794475, -122.4335422 37.7794471, -122.4335415 37.7794467, -122.4335407 37.7794463, -122.4335399 37.779446, -122.4335392 37.7794456, -122.4335384 37.7794452, -122.4335376 37.7794449, -122.4335368 37.7794446, -122.433536 37.7794443, -122.4335351 37.7794439, -122.4335343 37.7794436, -122.4335335 37.7794434, -122.4335327 37.7794431, -122.4335318 37.7794428, -122.433531 37.7794426, -122.4335301 37.7794423, -122.4335292 37.7794421, -122.4335284 37.7794419, -122.4335275 37.7794417, -122.4335266 37.7794415, -122.4335258 37.7794413, -122.4335249 37.7794412, -122.433524 37.779441, -122.4335231 37.7794409, -122.4335222 37.7794407, -122.4335213 37.7794406, -122.4335204 37.7794405, -122.4335195 37.7794404, -122.4335186 37.7794403, -122.4335177 37.7794403, -122.4335168 37.7794402, -122.4335159 37.7794402, -122.433515 37.7794401, -122.4335141 37.7794401, -122.4335132 37.7794401, -122.4335123 37.7794401, -122.4335114 37.7794402)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Hyde & Vallejo Mini Park,-122.41907875,37.79763931,0.1127942,146,4913.31612371,376.1107957,Mini Park,Hyde & Vallejo Streets,San Francisco,CA,94109,North Beach Complex,PSA1,3,Recreation & Park,259.0,11th Senatorial District,Russian Hill,Central,12th Congressional District,Russian Hill,17th Assembly District,Russian Hill,"MULTIPOLYGON (((-122.4188158 37.7976382, -122.4188328 37.7977228, -122.4193537 37.7976555, -122.4193415 37.7975947, -122.4193347 37.7975608, -122.4192527 37.7975712, -122.419145 37.7975849, -122.4191478 37.7975984, -122.4188158 37.7976382)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Ina Coolbrith Park,-122.4133998,37.79818891,0.93506584,145,40731.46721176,942.3010585,Mini Park,Vallejo & Taylor,San Francisco,CA,94133,North Beach Complex,PSA1,3,Recreation & Park,258.0,11th Senatorial District,Russian Hill,Central,12th Congressional District,Russian Hill,17th Assembly District,Russian Hill,"MULTIPOLYGON (((-122.412883 37.7981678, -122.4129628 37.7981577, -122.413038 37.7981482, -122.4131884 37.7981293, -122.4132653 37.7985058, -122.4138094 37.7985448, -122.4136742 37.7978784, -122.4131523 37.7979443, -122.412846 37.797983, -122.412883 37.7981678)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Kelloch & Velasco Mini Park,-122.41314299,37.70853427,1.95872069,26,85321.87107579,1243.50115159,Mini Park,Kelloch & Velasco Streets,San Francisco,CA,94134,Bayview/Palega Complex,PSA3,10,Recreation & Park,52.0,11th Senatorial District,Visitacion Valley,Ingleside,12th Congressional District,Visitacion Valley,17th Assembly District,Visitacion Valley,"MULTIPOLYGON (((-122.4125847 37.7080945, -122.4125814 37.7080948, -122.4125771 37.7080951, -122.4125733 37.708096, -122.4125701 37.7080968, -122.4125671 37.7080976, -122.4125652 37.7080984, -122.4125635 37.7080992, -122.4125614 37.7081002, -122.4125585 37.7081013, -122.4125561 37.7081032, -122.4125538 37.7081052, -122.4125516 37.7081078, -122.4125505 37.708109, -122.4125496 37.7081102, -122.4125484 37.7081121, -122.4125476 37.7081138, -122.4125456 37.7081184, -122.4125418 37.7081262, -122.41245 37.7083335, -122.4123478 37.7085637, -122.4123475 37.7085642, -122.4123473 37.7085648, -122.4123471 37.7085653, -122.4123469 37.7085659, -122.4123467 37.7085664, -122.4123466 37.708567, -122.4123464 37.7085676, -122.4123462 37.7085681, -122.4123461 37.7085687, -122.412346 37.7085693, -122.4123459 37.7085698, -122.4123458 37.7085704, -122.4123457 37.708571, -122.4123456 37.7085715, -122.4123456 37.7085721, -122.4123455 37.7085727, -122.4123455 37.7085733, -122.4123454 37.7085738, -122.4123454 37.7085744, -122.4123454 37.708575, -122.4123455 37.7085756, -122.4123455 37.7085761, -122.4123455 37.7085767, -122.4123456 37.7085773, -122.4123456 37.7085779, -122.4123457 37.7085784, -122.4123458 37.708579, -122.4123459 37.7085796, -122.412346 37.7085801, -122.4123461 37.7085807, -122.4123463 37.7085813, -122.4123464 37.7085818, -122.4123466 37.7085824, -122.4123468 37.708583, -122.412347 37.7085835, -122.4123472 37.7085841, -122.4123474 37.7085846, -122.4123476 37.7085852, -122.4123478 37.7085857, -122.4123481 37.7085862, -122.4123484 37.7085868, -122.4123486 37.7085873, -122.4123489 37.7085878, -122.4123492 37.7085884, -122.4123495 37.7085889, -122.4123498 37.7085894, -122.4123502 37.7085899, -122.4123505 37.7085904, -122.4123509 37.7085909, -122.4123512 37.7085914, -122.4123516 37.7085919, -122.412352 37.7085924, -122.4123524 37.7085929, -122.4123528 37.7085934, -122.4123532 37.7085938, -122.4123536 37.7085943, -122.4123541 37.7085948, -122.4123545 37.7085952, -122.412355 37.7085956, -122.4123554 37.7085961, -122.4123559 37.7085965, -122.4123564 37.7085969, -122.4123569 37.7085974, -122.4123574 37.7085978, -122.4123579 37.7085982, -122.4123584 37.7085986, -122.412359 37.708599, -122.4123595 37.7085994, -122.41236 37.7085997, -122.4123606 37.7086001, -122.4123612 37.7086005, -122.4123617 37.7086008, -122.4123623 37.7086012, -122.4123629 37.7086015, -122.4123635 37.7086018, -122.4123641 37.7086022, -122.4123647 37.7086025, -122.4123653 37.7086028, -122.4123659 37.7086031, -122.4123666 37.7086034, -122.4123672 37.7086036, -122.4123678 37.7086039, -122.4123685 37.7086042, -122.4123691 37.7086044, -122.4123698 37.7086046, -122.4123705 37.7086049, -122.4123711 37.7086051, -122.4123718 37.7086053, -122.4123725 37.7086055, -122.4123732 37.7086057, -122.4137169 37.7089812, -122.4137175 37.7089813, -122.4137182 37.7089815, -122.4137189 37.7089817, -122.4137196 37.7089818, -122.4137203 37.708982, -122.413721 37.7089821, -122.4137217 37.7089822, -122.4137224 37.7089824, -122.4137231 37.7089825, -122.4137238 37.7089826, -122.4137246 37.7089827, -122.4137253 37.7089827, -122.413726 37.7089828, -122.4137267 37.7089829, -122.4137274 37.7089829, -122.4137282 37.708983, -122.4137289 37.708983, -122.4137296 37.708983, -122.4137303 37.708983, -122.4137311 37.708983, -122.4137318 37.708983, -122.4137325 37.708983, -122.4137332 37.708983, -122.4137339 37.7089829, -122.4137347 37.7089829, -122.4137354 37.7089828, -122.4137361 37.7089827, -122.4137368 37.7089827, -122.4137375 37.7089826, -122.4137382 37.7089825, -122.413739 37.7089824, -122.4137397 37.7089822, -122.4137404 37.7089821, -122.4137411 37.708982, -122.4137418 37.7089818, -122.4137425 37.7089817, -122.4137432 37.7089815, -122.4137439 37.7089813, -122.4137445 37.7089811, -122.4137452 37.7089809, -122.4137459 37.7089807, -122.4137466 37.7089805, -122.4137472 37.7089803, -122.4137479 37.70898, -122.4137485 37.7089798, -122.4137492 37.7089795, -122.4137498 37.7089793, -122.4137505 37.708979, -122.4137511 37.7089787, -122.4137517 37.7089784, -122.4137524 37.7089781, -122.413753 37.7089778, -122.4137536 37.7089775, -122.4137542 37.7089772, -122.4137548 37.7089769, -122.4137554 37.7089765, -122.4137559 37.7089762, -122.4137565 37.7089758, -122.4137571 37.7089755, -122.4137576 37.7089751, -122.4137582 37.7089747, -122.4137587 37.7089743, -122.4137592 37.7089739, -122.4137598 37.7089735, -122.4137603 37.7089731, -122.4137608 37.7089727, -122.4137613 37.7089723, -122.4137617 37.7089719, -122.4137622 37.7089714, -122.4137627 37.708971, -122.4137631 37.7089705, -122.4137636 37.7089701, -122.413764 37.7089696, -122.4137644 37.7089692, -122.4137649 37.7089687, -122.4137653 37.7089682, -122.4137657 37.7089677, -122.413766 37.7089673, -122.4137664 37.7089668, -122.4137668 37.7089663, -122.4137671 37.7089658, -122.4137675 37.7089652, -122.4137678 37.7089647, -122.4137681 37.7089642, -122.4137684 37.7089637, -122.4137687 37.7089632, -122.413769 37.7089626, -122.4137693 37.7089621, -122.4137695 37.7089616, -122.4137698 37.708961, -122.4139665 37.7085179, -122.4139668 37.7085174, -122.413967 37.7085169, -122.4139672 37.7085163, -122.4139674 37.7085158, -122.4139676 37.7085152, -122.4139678 37.7085147, -122.4139679 37.7085141, -122.4139681 37.7085135, -122.4139682 37.708513, -122.4139683 37.7085124, -122.4139684 37.7085118, -122.4139685 37.7085113, -122.4139686 37.7085107, -122.4139687 37.7085101, -122.4139688 37.7085095, -122.4139688 37.708509, -122.4139689 37.7085084, -122.4139689 37.7085078, -122.4139689 37.7085073, -122.4139689 37.7085067, -122.4139689 37.7085061, -122.4139689 37.7085055, -122.4139688 37.708505, -122.4139688 37.7085044, -122.4139687 37.7085038, -122.4139686 37.7085032, -122.4139685 37.7085027, -122.4139684 37.7085021, -122.4139683 37.7085015, -122.4139682 37.708501, -122.4139681 37.7085004, -122.4139679 37.7084998, -122.4139678 37.7084993, -122.4139676 37.7084987, -122.4139674 37.7084982, -122.4139672 37.7084976, -122.413967 37.7084971, -122.4139668 37.7084965, -122.4139665 37.708496, -122.4139663 37.7084954, -122.413966 37.7084949, -122.4139657 37.7084944, -122.4139655 37.7084938, -122.4139652 37.7084933, -122.4139649 37.7084928, -122.4139645 37.7084923, -122.4139642 37.7084917, -122.4139639 37.7084912, -122.4139635 37.7084907, -122.4139632 37.7084902, -122.4139628 37.7084897, -122.4139624 37.7084893, -122.413962 37.7084888, -122.4139616 37.7084883, -122.4139612 37.7084878, -122.4139608 37.7084874, -122.4139603 37.7084869, -122.4139599 37.7084864, -122.4139594 37.708486, -122.413959 37.7084856, -122.4139585 37.7084851, -122.413958 37.7084847, -122.4139575 37.7084843, -122.413957 37.7084839, -122.4139565 37.7084835, -122.413956 37.7084831, -122.4139554 37.7084827, -122.4139549 37.7084823, -122.4139544 37.7084819, -122.4139538 37.7084815, -122.4139532 37.7084812, -122.4139527 37.7084808, -122.4139521 37.7084805, -122.4139515 37.7084801, -122.4139509 37.7084798, -122.4139503 37.7084795, -122.4139497 37.7084792, -122.4139491 37.7084789, -122.4139485 37.7084786, -122.4139478 37.7084783, -122.4139472 37.708478, -122.4139466 37.7084777, -122.4139459 37.7084775, -122.4139453 37.7084772, -122.4139446 37.708477, -122.413944 37.7084767, -122.4139433 37.7084765, -122.4139426 37.7084763, -122.4139419 37.7084761, -122.4139413 37.7084759, -122.4134362 37.7083338, -122.4126083 37.708097, -122.4126025 37.7080959, -122.4125982 37.7080952, -122.4125937 37.7080945, -122.4125894 37.7080944, -122.4125847 37.7080945)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Ralph D. House Community Park,-122.39581332,37.71768467,0.16843228,137649,7336.9070563,337.3487031,Mini Park,845 Meade Street,San Francisco,CA,94124,Bayview/Palega Complex,PSA3,10,Recreation & Park,50206.0,11th Senatorial District,Bret Harte,Bayview,12th Congressional District,Bayview Heights,17th Assembly District,Bayview,"MULTIPOLYGON (((-122.3958607 37.7178542, -122.395921 37.7177872, -122.3959212 37.7177872, -122.3959687 37.7177345, -122.396033 37.717663, -122.3958061 37.7175352, -122.3957892 37.7175257, -122.3956479 37.7176827, -122.3956473 37.7176833, -122.3956468 37.7176839, -122.3956463 37.7176845, -122.3956459 37.7176851, -122.3956454 37.7176858, -122.3956449 37.7176864, -122.3956445 37.717687, -122.3956441 37.7176876, -122.3956437 37.7176883, -122.3956433 37.7176889, -122.3956429 37.7176896, -122.3956425 37.7176902, -122.3956422 37.7176909, -122.3956418 37.7176916, -122.3956415 37.7176922, -122.3956412 37.7176929, -122.3956409 37.7176936, -122.3956406 37.7176943, -122.3956403 37.717695, -122.3956401 37.7176956, -122.3956399 37.7176963, -122.3956396 37.717697, -122.3956394 37.7176977, -122.3956392 37.7176984, -122.3956391 37.7176992, -122.3956389 37.7176999, -122.3956388 37.7177006, -122.3956386 37.7177013, -122.3956385 37.717702, -122.3956384 37.7177027, -122.3956384 37.7177034, -122.3956383 37.7177041, -122.3956382 37.7177049, -122.3956382 37.7177056, -122.3956382 37.7177063, -122.3956382 37.717707, -122.3956382 37.7177077, -122.3956382 37.7177085, -122.3956383 37.7177092, -122.3956383 37.7177099, -122.3956384 37.7177106, -122.3956385 37.7177113, -122.3956386 37.717712, -122.3956388 37.7177127, -122.3956389 37.7177135, -122.395639 37.7177142, -122.3956392 37.7177149, -122.3956394 37.7177156, -122.3956396 37.7177163, -122.3956398 37.717717, -122.3956401 37.7177177, -122.3956403 37.7177184, -122.3956406 37.717719, -122.3956409 37.7177197, -122.3956411 37.7177204, -122.3956415 37.7177211, -122.3956418 37.7177218, -122.3956421 37.7177224, -122.3956425 37.7177231, -122.3956428 37.7177237, -122.3956432 37.7177244, -122.3956436 37.717725, -122.395644 37.7177257, -122.3956444 37.7177263, -122.3956449 37.7177269, -122.3956453 37.7177276, -122.3956458 37.7177282, -122.3956463 37.7177288, -122.3956468 37.7177294, -122.3956473 37.71773, -122.3956478 37.7177306, -122.3956483 37.7177312, -122.3956489 37.7177317, -122.3956494 37.7177323, -122.39565 37.7177329, -122.3956506 37.7177334, -122.3956512 37.717734, -122.3956518 37.7177345, -122.3956524 37.717735, -122.395653 37.7177355, -122.3956537 37.7177361, -122.3956543 37.7177366, -122.395655 37.717737, -122.3956556 37.7177375, -122.3956563 37.717738, -122.395657 37.7177385, -122.3956577 37.7177389, -122.3956584 37.7177394, -122.3956589 37.7177396, -122.3956589 37.7177397, -122.3956591 37.7177398, -122.3956592 37.7177398, -122.3956599 37.7177402, -122.395662 37.7177414, -122.3957459 37.717789, -122.3958607 37.7178542)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
Patricia's Green in Hayes Valley,-122.42441308,37.77622289,0.47880487,59481,20858.10456341,719.26576603,Mini Park,Octavia Boulevard @ Hayes,San Francisco,CA,94102,Western Addition Complex,PSA2,5,Recreation & Park,50208.0,11th Senatorial District,Hayes Valley,Northern,12th Congressional District,Hayes Valley,17th Assembly District,Western Addition,"MULTIPOLYGON (((-122.4242958 37.7761937, -122.4243151 37.7762886, -122.4243154 37.7762901, -122.4243802 37.7766156, -122.4243846 37.776622, -122.4243904 37.7766276, -122.4243973 37.7766324, -122.4244051 37.7766362, -122.4244137 37.7766388, -122.4244227 37.7766402, -122.424582 37.7766205, -122.4245893 37.7766197, -122.4245964 37.776618, -122.424603 37.7766153, -122.4246089 37.7766117, -122.424614 37.7766074, -122.424618 37.7766025, -122.4246209 37.7765971, -122.4246227 37.7765913, -122.4246231 37.7765855, -122.4245569 37.7762575, -122.4245476 37.7762129, -122.424546 37.776205, -122.4244695 37.7758381, -122.4244679 37.7758263, -122.424466 37.7758231, -122.4244635 37.7758203, -122.4244605 37.7758178, -122.424457 37.7758156, -122.4244532 37.7758139, -122.4242351 37.7758391, -122.4242328 37.7758402, -122.4242309 37.7758415, -122.4242292 37.7758431, -122.4242279 37.7758449, -122.4242269 37.7758468, -122.4242263 37.7758488, -122.4242261 37.7758509, -122.4242263 37.7758529, -122.4242297 37.7758684, -122.4242299 37.7758683, -122.4242958 37.7761937)))",04/22/2023 12:01:41 AM,04/22/2023 12:01:41 AM
